origem,tipo_origem,destino,tipo_destino,relacao,peso
seringa-20ml-luer-lock,objeto,agulha-21g,objeto,relacionado,2
seringa-20ml-luer-lock,objeto,agulha-22g,objeto,relacionado,2
seringa-20ml-luer-lock,objeto,agulha-25g,objeto,relacionado,2
seringa-20ml-luer-lock,objeto,cateter-22g,objeto,relacionado,2
seringa-20ml-luer-lock,objeto,cateter-20g,objeto,relacionado,2
seringa-20ml-luer-lock,objeto,equipo-macrogotas,objeto,relacionado,2
seringa-20ml-luer-lock,objeto,equipo-microgotas,objeto,relacionado,2
seringa-20ml-luer-lock,objeto,heparina,objeto,relacionado,2
seringa-20ml-luer-lock,objeto,soro-fisiologico,objeto,relacionado,2
seringa-20ml-luer-lock,objeto,ringer-lactato,objeto,relacionado,2
seringa-20ml-luer-lock,objeto,punção-venosa,objeto,relacionado,2
seringa-20ml-luer-lock,objeto,escala-flebite,objeto,relacionado,2
seringa-20ml-luer-lock,objeto,curativo-transparente,objeto,relacionado,2
snomed-ct,objeto,cid-11,objeto,relacionado,2
snomed-ct,objeto,loinc,objeto,relacionado,2
snomed-ct,objeto,atc,objeto,relacionado,2
snomed-ct,objeto,fhir,objeto,relacionado,2
snomed-ct,objeto,sepse,objeto,relacionado,2
staphylococcus-aureus,objeto,sepse,objeto,relacionado,2
staphylococcus-aureus,objeto,pneumonia,objeto,relacionado,2
staphylococcus-aureus,objeto,osteomielite,objeto,relacionado,2
staphylococcus-aureus,objeto,vancomicina,objeto,relacionado,2
staphylococcus-aureus,objeto,ceftriaxona,objeto,relacionado,2
staphylococcus-aureus,objeto,protocolo-sepse,objeto,relacionado,2
taxa-infeccao,objeto,sepse,objeto,relacionado,2
taxa-infeccao,objeto,flebite,objeto,relacionado,2
taxa-infeccao,objeto,protocolo-sepse,objeto,relacionado,2
taxa-infeccao,objeto,staphylococcus-aureus,objeto,relacionado,2
vacina-bcg,objeto,tuberculose,objeto,relacionado,2
vacina-bcg,objeto,imunizacao,objeto,relacionado,2
vacina-bcg,objeto,crianca,objeto,relacionado,2
vacina-bcg,objeto,anvisa,objeto,relacionado,2
